平均加速度 > 0.01 的文件索引列表
============================================================

总文件数: 23161
符合条件的文件数: 6154

索引       平均加速度           文件名
19674    0.034953        us-pa-pittsburgh-hazelwood_9bd907abb158559c.npz
8875     0.034927        us-ma-boston_4ddef46c53f853a2.npz
6965     0.034918        sg-one-north_eef91e210bdd5f6b.npz
17925    0.034915        us-pa-pittsburgh-hazelwood_69c8aae8b55a547d.npz
2870     0.034848        sg-one-north_60a1a8bdb62f5e17.npz
18933    0.034824        us-pa-pittsburgh-hazelwood_87d391e18b485d3f.npz
11286    0.034817        us-ma-boston_cd50d0131ef258a7.npz
20990    0.034736        us-pa-pittsburgh-hazelwood_c0f0c819aaad53f3.npz
3305     0.034715        sg-one-north_70651e3f2bf95eb3.npz
20271    0.034691        us-pa-pittsburgh-hazelwood_ad0560612cfc57aa.npz
10540    0.034674        us-ma-boston_a6d82ed438b352d5.npz
17729    0.034669        us-pa-pittsburgh-hazelwood_64d19cb62f7d5701.npz
15291    0.034665        us-pa-pittsburgh-hazelwood_2129f234300357bc.npz
8231     0.034637        us-ma-boston_2a30b4ed4d9958eb.npz
12555    0.034631        us-nv-las-vegas-strip_2a08a939d437513c.npz
19422    0.034534        us-pa-pittsburgh-hazelwood_950c45e7a5075b1e.npz
13058    0.034508        us-nv-las-vegas-strip_701f5aacd38b5a18.npz
5219     0.034504        sg-one-north_b3d72a31ad595868.npz
5545     0.034425        sg-one-north_bec155d9e9745980.npz
19316    0.034412        us-pa-pittsburgh-hazelwood_92424646311c5a8f.npz
20093    0.034380        us-pa-pittsburgh-hazelwood_a7d23e1db5195d74.npz
9        0.034350        sg-one-north_005d9996dedb543c.npz
16193    0.034334        us-pa-pittsburgh-hazelwood_3a72775296345249.npz
16971    0.034205        us-pa-pittsburgh-hazelwood_4f950cefee9f5da5.npz
17107    0.034188        us-pa-pittsburgh-hazelwood_5367d89934db5994.npz
21218    0.034128        us-pa-pittsburgh-hazelwood_c877460b05ca5a3f.npz
2501     0.034049        sg-one-north_541745a06afa5722.npz
9766     0.034039        us-ma-boston_7dc1cd42f3b75397.npz
21220    0.034036        us-pa-pittsburgh-hazelwood_c87ae327bb175894.npz
10825    0.034036        us-ma-boston_b5f3ffda92265257.npz
15153    0.033925        us-pa-pittsburgh-hazelwood_1d0a5051b98f5f5d.npz
15742    0.033909        us-pa-pittsburgh-hazelwood_2e4c1a3a7b085e02.npz
11187    0.033908        us-ma-boston_c744b1456aac5639.npz
11577    0.033869        us-ma-boston_dc812bde875d579d.npz
20679    0.033869        us-pa-pittsburgh-hazelwood_b8376154316652d1.npz
1469     0.033846        sg-one-north_313cae3851ed533b.npz
18331    0.033827        us-pa-pittsburgh-hazelwood_769be3a241a55b32.npz
19823    0.033819        us-pa-pittsburgh-hazelwood_a07314335fe252d7.npz
19257    0.033789        us-pa-pittsburgh-hazelwood_90b8dea77ab75343.npz
11464    0.033753        us-ma-boston_d6835a05a2d05183.npz
17881    0.033752        us-pa-pittsburgh-hazelwood_68ad5ccc9ace5f55.npz
17767    0.033710        us-pa-pittsburgh-hazelwood_65b3885f5ce95b98.npz
8010     0.033659        us-ma-boston_1eda4b554e2353b6.npz
14245    0.033602        us-pa-pittsburgh-hazelwood_031b7f8ebf3957da.npz
15658    0.033543        us-pa-pittsburgh-hazelwood_2b8b4a595ab8586a.npz
14385    0.033514        us-pa-pittsburgh-hazelwood_068d865bda685106.npz
16860    0.033513        us-pa-pittsburgh-hazelwood_4ca240073f0e57c3.npz
17144    0.033507        us-pa-pittsburgh-hazelwood_548fa60eb1455b82.npz
20333    0.033499        us-pa-pittsburgh-hazelwood_aecb489d07dd5978.npz
16418    0.033469        us-pa-pittsburgh-hazelwood_40f13e69beee5962.npz
22543    0.033433        us-pa-pittsburgh-hazelwood_ef7765f93e9851fe.npz
12992    0.033400        us-nv-las-vegas-strip_686f4cbe0fa3539f.npz
7662     0.033392        us-ma-boston_0b4692de1fc259e0.npz
11788    0.033362        us-ma-boston_e83457614bec5ba7.npz
19684    0.033233        us-pa-pittsburgh-hazelwood_9c0da2c55bfe5ebc.npz
20149    0.033219        us-pa-pittsburgh-hazelwood_a9896c93c3d253d3.npz
18449    0.033202        us-pa-pittsburgh-hazelwood_7a61fc95ac9b5798.npz
21237    0.033125        us-pa-pittsburgh-hazelwood_c926c47ac0af5e75.npz
16567    0.033112        us-pa-pittsburgh-hazelwood_4541a754df1f5f87.npz
17007    0.033106        us-pa-pittsburgh-hazelwood_508f937fe54e5576.npz
6600     0.033042        sg-one-north_e258f260ad7454d1.npz
2670     0.033017        sg-one-north_59be20ed2b3052de.npz
12438    0.033014        us-nv-las-vegas-strip_1aaa90afe2925067.npz
15524    0.032996        us-pa-pittsburgh-hazelwood_270540f750ff56cd.npz
7772     0.032996        us-ma-boston_125149a385e7506b.npz
7159     0.032945        sg-one-north_f4bd879a6a6f5d3a.npz
11578    0.032902        us-ma-boston_dc9f445347c35c2d.npz
23039    0.032889        us-pa-pittsburgh-hazelwood_fcb94c7733c05c12.npz
17348    0.032860        us-pa-pittsburgh-hazelwood_5a49d972e1d45398.npz
191      0.032850        sg-one-north_07d369b0578c5157.npz
419      0.032821        sg-one-north_0f104244304d5728.npz
20451    0.032772        us-pa-pittsburgh-hazelwood_b1c3178131c55ac8.npz
17339    0.032701        us-pa-pittsburgh-hazelwood_5a175e22059254d7.npz
15162    0.032696        us-pa-pittsburgh-hazelwood_1d5ab670b06e5cd8.npz
3753     0.032658        sg-one-north_8085cbd61a82555e.npz
16154    0.032628        us-pa-pittsburgh-hazelwood_3943f0e36a6f5256.npz
18603    0.032543        us-pa-pittsburgh-hazelwood_7e96371615795548.npz
14438    0.032513        us-pa-pittsburgh-hazelwood_0837a86165c35ca7.npz
20166    0.032447        us-pa-pittsburgh-hazelwood_aa0c163add4a5f98.npz
19008    0.032445        us-pa-pittsburgh-hazelwood_89aa68ee557a5354.npz
4552     0.032412        sg-one-north_9bd6f9b79077597c.npz
7830     0.032368        us-ma-boston_1555ca93bdff5636.npz
22354    0.032349        us-pa-pittsburgh-hazelwood_e994452888795ba1.npz
16427    0.032319        us-pa-pittsburgh-hazelwood_4137c05eb9be504a.npz
23079    0.032315        us-pa-pittsburgh-hazelwood_fe01e1b50fcb55b8.npz
19749    0.032287        us-pa-pittsburgh-hazelwood_9de49a0c7ace5346.npz
4106     0.032279        sg-one-north_8ceca03932b35667.npz
19974    0.032278        us-pa-pittsburgh-hazelwood_a410e96cf5335230.npz
10010    0.032223        us-ma-boston_8a5246f834915d27.npz
5246     0.032192        sg-one-north_b4c41d9d1a7b5f24.npz
21418    0.032177        us-pa-pittsburgh-hazelwood_ce845372a8ef5c4f.npz
5171     0.032103        sg-one-north_b21faa63ed835e9c.npz
19170    0.032012        us-pa-pittsburgh-hazelwood_8e25710a57b95d54.npz
16330    0.032007        us-pa-pittsburgh-hazelwood_3ec3f57e090d5d13.npz
19304    0.031965        us-pa-pittsburgh-hazelwood_920db6c21c09569c.npz
16912    0.031959        us-pa-pittsburgh-hazelwood_4e2200cdc40f597d.npz
17070    0.031934        us-pa-pittsburgh-hazelwood_5218ce9ae9f755fb.npz
17237    0.031926        us-pa-pittsburgh-hazelwood_56ded04f1268586a.npz
12230    0.031925        us-nv-las-vegas-strip_0026efe006aa576c.npz
15192    0.031905        us-pa-pittsburgh-hazelwood_1e3dd30a26995663.npz
12272    0.031857        us-nv-las-vegas-strip_043be9850b025d1e.npz
17757    0.031836        us-pa-pittsburgh-hazelwood_657d9c179f545729.npz
18440    0.031734        us-pa-pittsburgh-hazelwood_7a37795223235927.npz
16175    0.031733        us-pa-pittsburgh-hazelwood_39dd9ec562715df3.npz
10679    0.031723        us-ma-boston_aebb9f33a12c59e3.npz
8811     0.031690        us-ma-boston_4b4007e5399750c3.npz
14410    0.031669        us-pa-pittsburgh-hazelwood_0755de8e3c875df7.npz
9297     0.031654        us-ma-boston_65810e8fa4675db6.npz
11045    0.031646        us-ma-boston_c09483e2d512508a.npz
11054    0.031634        us-ma-boston_c0f9dc68f6825dbd.npz
15899    0.031580        us-pa-pittsburgh-hazelwood_32c405e720d65056.npz
1025     0.031571        sg-one-north_225af8f8473a5259.npz
15756    0.031534        us-pa-pittsburgh-hazelwood_2eaa89bda38d5104.npz
714      0.031469        sg-one-north_18d301f4f860572c.npz
6057     0.031466        sg-one-north_cfa3add3f8765b40.npz
20958    0.031420        us-pa-pittsburgh-hazelwood_bfbdabf6bb9b558d.npz
14624    0.031393        us-pa-pittsburgh-hazelwood_0deb8216aaf55ac2.npz
18395    0.031382        us-pa-pittsburgh-hazelwood_7883da9020fd5dbc.npz
8671     0.031347        us-ma-boston_424a8c85c8895e8e.npz
21780    0.031308        us-pa-pittsburgh-hazelwood_d913d41bdfdc5e7e.npz
21997    0.031233        us-pa-pittsburgh-hazelwood_df826cd1affc560f.npz
19319    0.031224        us-pa-pittsburgh-hazelwood_924f8b4eb4ea5fbc.npz
20167    0.031212        us-pa-pittsburgh-hazelwood_aa11bd3ce076515b.npz
21503    0.031204        us-pa-pittsburgh-hazelwood_d12ef812edb65955.npz
20600    0.031177        us-pa-pittsburgh-hazelwood_b5f7abb4f90252fc.npz
17758    0.031174        us-pa-pittsburgh-hazelwood_657e1ee8d7065741.npz
16793    0.031172        us-pa-pittsburgh-hazelwood_4acc0e5f3a6b5b5c.npz
19017    0.031165        us-pa-pittsburgh-hazelwood_89debb6e9dd951aa.npz
21054    0.031153        us-pa-pittsburgh-hazelwood_c30deeb844ca5e06.npz
9596     0.031131        us-ma-boston_75c93127229b5d93.npz
17424    0.031125        us-pa-pittsburgh-hazelwood_5be83385c0735366.npz
19580    0.031108        us-pa-pittsburgh-hazelwood_991b5ec615605377.npz
16755    0.031080        us-pa-pittsburgh-hazelwood_49e0b434fb315963.npz
22648    0.031061        us-pa-pittsburgh-hazelwood_f2217ebaf62e500a.npz
3385     0.031025        sg-one-north_7376a06c9d825176.npz
13316    0.031015        us-nv-las-vegas-strip_947b2edeb96f58a1.npz
10872    0.031002        us-ma-boston_b85181af9f765bc3.npz
1615     0.030982        sg-one-north_35ed97538d565420.npz
14109    0.030937        us-nv-las-vegas-strip_fd378f39477451cb.npz
3709     0.030930        sg-one-north_7eba711e3d8d5696.npz
6643     0.030919        sg-one-north_e39fea70f7d15d70.npz
22242    0.030913        us-pa-pittsburgh-hazelwood_e6813700b63a5023.npz
13498    0.030912        us-nv-las-vegas-strip_ad5fd670170e526c.npz
15717    0.030863        us-pa-pittsburgh-hazelwood_2d5bb27140a8518e.npz
2614     0.030844        sg-one-north_580cae754d7c5db7.npz
17530    0.030802        us-pa-pittsburgh-hazelwood_5f328e302fab5361.npz
8313     0.030801        us-ma-boston_2e30c1c7b62a5781.npz
17490    0.030799        us-pa-pittsburgh-hazelwood_5e0d83f553af5d87.npz
23144    0.030748        us-pa-pittsburgh-hazelwood_ff7dd4d6293a5573.npz
17384    0.030747        us-pa-pittsburgh-hazelwood_5af2fd59abf85316.npz
4442     0.030734        sg-one-north_9846da97d22a55f4.npz
4451     0.030716        sg-one-north_98864ad816375fdd.npz
9801     0.030646        us-ma-boston_7f924ba2aaf25573.npz
3496     0.030644        sg-one-north_77611d3803875fe9.npz
11752    0.030625        us-ma-boston_e64dd1dcb0e85f9c.npz
17975    0.030618        us-pa-pittsburgh-hazelwood_6b28d0763be356ad.npz
16441    0.030596        us-pa-pittsburgh-hazelwood_417a07606e8a5adf.npz
5474     0.030573        sg-one-north_bc34d9658bcf5ed5.npz
18726    0.030553        us-pa-pittsburgh-hazelwood_81f7ed189c4d5d14.npz
17003    0.030539        us-pa-pittsburgh-hazelwood_5080f0d7db8d52c4.npz
16614    0.030528        us-pa-pittsburgh-hazelwood_466bea26594859ed.npz
1915     0.030513        sg-one-north_3f80dcb0ed335c1e.npz
20227    0.030493        us-pa-pittsburgh-hazelwood_abd904cc75425c3f.npz
10693    0.030471        us-ma-boston_af720be514d95d09.npz
21353    0.030465        us-pa-pittsburgh-hazelwood_cc9701bda3b756c5.npz
9650     0.030455        us-ma-boston_783af2838a5d5356.npz
10371    0.030455        us-ma-boston_9e3981a2da7b5c3a.npz
15418    0.030443        us-pa-pittsburgh-hazelwood_245ce5e7399f5618.npz
2399     0.030392        sg-one-north_50d3b40c50535f36.npz
5289     0.030349        sg-one-north_b5f90dec6ef654c1.npz
16970    0.030295        us-pa-pittsburgh-hazelwood_4f93acd424d554ed.npz
23061    0.030243        us-pa-pittsburgh-hazelwood_fd58b981149e5ed3.npz
20202    0.030216        us-pa-pittsburgh-hazelwood_ab2013836e4d53f2.npz
20829    0.030216        us-pa-pittsburgh-hazelwood_bc57fba5691f52e2.npz
14110    0.030190        us-nv-las-vegas-strip_fd5842633f8b519d.npz
12268    0.030183        us-nv-las-vegas-strip_03ef6634459b5962.npz
19860    0.030052        us-pa-pittsburgh-hazelwood_a1284eaed4be5a9c.npz
1962     0.030044        sg-one-north_411ce7d647e65d10.npz
22005    0.030040        us-pa-pittsburgh-hazelwood_dfb9065fe32357d9.npz
18488    0.030033        us-pa-pittsburgh-hazelwood_7bba58861a2556e3.npz
20133    0.030017        us-pa-pittsburgh-hazelwood_a91442d9ec0456b4.npz
4098     0.029992        sg-one-north_8c930a0ee27756d9.npz
22345    0.029974        us-pa-pittsburgh-hazelwood_e95695b27e895930.npz
17697    0.029971        us-pa-pittsburgh-hazelwood_639df069a6715b36.npz
4533     0.029945        sg-one-north_9b2d7bca8c41578f.npz
5564     0.029943        sg-one-north_bf668d65e7645922.npz
22592    0.029943        us-pa-pittsburgh-hazelwood_f0bb129c9ec7583f.npz
10509    0.029934        us-ma-boston_a558179b6d7b56c9.npz
7613     0.029892        us-ma-boston_08792bdef404517c.npz
20626    0.029889        us-pa-pittsburgh-hazelwood_b6caa0af10795eef.npz
9474     0.029834        us-ma-boston_6ef336d0daa85b06.npz
6961     0.029833        sg-one-north_eed56e427a785058.npz
833      0.029784        sg-one-north_1cc043f3b2095ec5.npz
20784    0.029768        us-pa-pittsburgh-hazelwood_bb4ed510f74e5874.npz
16628    0.029764        us-pa-pittsburgh-hazelwood_46cc27ccb53252b4.npz
5003     0.029733        sg-one-north_ac4622b7784a53a1.npz
21000    0.029719        us-pa-pittsburgh-hazelwood_c13251ea668a5e18.npz
14600    0.029655        us-pa-pittsburgh-hazelwood_0d0622e05232544d.npz
14886    0.029649        us-pa-pittsburgh-hazelwood_15751044eb7c58f2.npz
22185    0.029634        us-pa-pittsburgh-hazelwood_e4cb4f32ebbc5d76.npz
2878     0.029619        sg-one-north_60ca1bc75a73500d.npz
10824    0.029613        us-ma-boston_b5e70f5e24515865.npz
15476    0.029610        us-pa-pittsburgh-hazelwood_25fb7c8803ae5e61.npz
773      0.029581        sg-one-north_1acf68445a6e544d.npz
22221    0.029528        us-pa-pittsburgh-hazelwood_e5f1893bb5e7503c.npz
20148    0.029524        us-pa-pittsburgh-hazelwood_a97a90eadabb51dd.npz
21072    0.029512        us-pa-pittsburgh-hazelwood_c3beaea184225450.npz
784      0.029506        sg-one-north_1b4bfe66daf7534e.npz
11602    0.029476        us-ma-boston_ddf94f1d22975185.npz
19084    0.029468        us-pa-pittsburgh-hazelwood_8b8bdecdee9d5f31.npz
19157    0.029433        us-pa-pittsburgh-hazelwood_8db3f4cba24c505e.npz
163      0.029428        sg-one-north_06cb0e4b26545079.npz
23135    0.029400        us-pa-pittsburgh-hazelwood_ff3f62e6a5b85979.npz
16566    0.029399        us-pa-pittsburgh-hazelwood_453fc9058eb85983.npz
20936    0.029390        us-pa-pittsburgh-hazelwood_bf452ae86fd8570b.npz
4958     0.029374        sg-one-north_aa5e93af1d6c57c9.npz
14112    0.029359        us-nv-las-vegas-strip_fd91d31301695200.npz
7733     0.029352        us-ma-boston_0f7e4c97ca555806.npz
9626     0.029306        us-ma-boston_77435664a9ab5261.npz
13640    0.029305        us-nv-las-vegas-strip_be305262e7f05807.npz
15122    0.029301        us-pa-pittsburgh-hazelwood_1c39dbebfd0c53d3.npz
1428     0.029296        sg-one-north_2fae33babf045de9.npz
15218    0.029281        us-pa-pittsburgh-hazelwood_1efb7b3d9a0d5494.npz
7276     0.029262        sg-one-north_f89df515e7f95081.npz
14230    0.029247        us-pa-pittsburgh-hazelwood_02b8d61ae9e35b12.npz
18538    0.029237        us-pa-pittsburgh-hazelwood_7ce09b923b955af7.npz
16875    0.029184        us-pa-pittsburgh-hazelwood_4ce6ed574f7d5e92.npz
1694     0.029173        sg-one-north_3876bf58be275b51.npz
1919     0.029133        sg-one-north_3f9c4c2d7b305c70.npz
9631     0.029129        us-ma-boston_77a563f869625662.npz
22476    0.029082        us-pa-pittsburgh-hazelwood_eda27759c8d4582f.npz
17565    0.029069        us-pa-pittsburgh-hazelwood_600272741e345d98.npz
4030     0.029065        sg-one-north_8a76f568acd75a9d.npz
10261    0.029017        us-ma-boston_97fbd9d8226f55d4.npz
22545    0.028977        us-pa-pittsburgh-hazelwood_ef7da38dc51d5194.npz
8168     0.028965        us-ma-boston_266243dc01d65c20.npz
14901    0.028961        us-pa-pittsburgh-hazelwood_15cfa41f9def500b.npz
15745    0.028959        us-pa-pittsburgh-hazelwood_2e647b161c8d5543.npz
16183    0.028953        us-pa-pittsburgh-hazelwood_3a3c0ab6c0ee5c45.npz
2129     0.028945        sg-one-north_4741c99c284b5535.npz
14346    0.028934        us-pa-pittsburgh-hazelwood_0575fc39964b5d37.npz
11847    0.028916        us-ma-boston_eb60a68b20d750db.npz
14313    0.028886        us-pa-pittsburgh-hazelwood_04c03441cdc35f1b.npz
20038    0.028876        us-pa-pittsburgh-hazelwood_a5e92d13bdf85731.npz
2766     0.028876        sg-one-north_5d04ff626d645df8.npz
3206     0.028851        sg-one-north_6c85f17efcad5e03.npz
4041     0.028831        sg-one-north_8abb9db7d910506d.npz
8530     0.028805        us-ma-boston_39d32fbf436853d7.npz
20909    0.028759        us-pa-pittsburgh-hazelwood_be82ab3e2f1e57f9.npz
10042    0.028752        us-ma-boston_8b93be54e33858bd.npz
1717     0.028745        sg-one-north_39095856e80559b3.npz
1005     0.028718        sg-one-north_21aa5e64f19f5d8c.npz
12592    0.028637        us-nv-las-vegas-strip_2f44ddb4d8f6511c.npz
21479    0.028635        us-pa-pittsburgh-hazelwood_d0438ce1e48e5946.npz
7360     0.028630        sg-one-north_fb96b003d9fc50c2.npz
10455    0.028625        us-ma-boston_a2aa6b6d3a295741.npz
5155     0.028618        sg-one-north_b16356fbf9be57a4.npz
11763    0.028615        us-ma-boston_e6b01d738fe45805.npz
12780    0.028612        us-nv-las-vegas-strip_47b1b2e64d7553be.npz
22547    0.028607        us-pa-pittsburgh-hazelwood_ef981dc38cf15e03.npz
9560     0.028566        us-ma-boston_738e69b768515dce.npz
21700    0.028562        us-pa-pittsburgh-hazelwood_d6eb6bcb19c65a83.npz
13977    0.028523        us-nv-las-vegas-strip_ec4f560c16d35ac0.npz
20016    0.028485        us-pa-pittsburgh-hazelwood_a545777a31ed5449.npz
2661     0.028450        sg-one-north_5985a2bb8fca56e8.npz
2441     0.028430        sg-one-north_5249ee0776035eb0.npz
115      0.028422        sg-one-north_0459226195f35362.npz
22096    0.028413        us-pa-pittsburgh-hazelwood_e25ec53401c65849.npz
11598    0.028411        us-ma-boston_ddba7313f3555a02.npz
22587    0.028411        us-pa-pittsburgh-hazelwood_f0a1007035c254a2.npz
13360    0.028390        us-nv-las-vegas-strip_9b67a483df755e84.npz
21679    0.028386        us-pa-pittsburgh-hazelwood_d6604e7220885dcf.npz
20084    0.028383        us-pa-pittsburgh-hazelwood_a75d0f8dae895ec8.npz
21752    0.028342        us-pa-pittsburgh-hazelwood_d861bb63befd541f.npz
1171     0.028329        sg-one-north_27242c1786155104.npz
21877    0.028321        us-pa-pittsburgh-hazelwood_dbd39cb684c65eff.npz
14628    0.028264        us-pa-pittsburgh-hazelwood_0e04249aefef58b0.npz
4813     0.028252        sg-one-north_a5070c5dad17557d.npz
9088     0.028251        us-ma-boston_59d17ce2c7b15b18.npz
19123    0.028237        us-pa-pittsburgh-hazelwood_8c6f0e2c2de952c1.npz
